name,name_english,image,mp3,pdf,language,theme,subtheme,subtheme_no_language
el diccionario,the dictionary,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_images/images_backpack/dictionary.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_audio/audio_backpack/dictionary.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_pdfs/pdfs_backpack/dictionary_school_spanish.pdf,spanish,school_spanish,backpack_spanish,backpack
el papel,the paper,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_images/images_backpack/paper.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_audio/audio_backpack/paper.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_pdfs/pdfs_backpack/paper_school_spanish.pdf,spanish,school_spanish,backpack_spanish,backpack
la goma de borrar,the eraser,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_images/images_backpack/eraser.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_audio/audio_backpack/eraser.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_pdfs/pdfs_backpack/eraser_school_spanish.pdf,spanish,school_spanish,backpack_spanish,backpack
las tijeras,the scissors,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_images/images_backpack/scissors.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_audio/audio_backpack/scissors.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_pdfs/pdfs_backpack/scissors_school_spanish.pdf,spanish,school_spanish,backpack_spanish,backpack
leer,to read,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_images/images_backpack/to_read.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_audio/audio_backpack/to_read.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_pdfs/pdfs_backpack/to_read_school_spanish.pdf,spanish,school_spanish,backpack_spanish,backpack
escribir,to write,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_images/images_backpack/to_write.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_audio/audio_backpack/to_write.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_pdfs/pdfs_backpack/to_write_school_spanish.pdf,spanish,school_spanish,backpack_spanish,backpack
escuchar,to listen,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_images/images_backpack/to_listen.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_audio/audio_backpack/to_listen.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_pdfs/pdfs_backpack/to_listen_school_spanish.pdf,spanish,school_spanish,backpack_spanish,backpack
estudiar,to study,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_images/images_backpack/to_study.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_audio/audio_backpack/to_study.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_pdfs/pdfs_backpack/to_study_school_spanish.pdf,spanish,school_spanish,backpack_spanish,backpack
el arte,Art,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_images/images_subjects/art.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_audio/audio_subjects/art.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_pdfs/pdfs_subjects/art_school_spanish.pdf,spanish,school_spanish,subjects_spanish,subjects
las ciencias,Science,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_images/images_subjects/science.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_audio/audio_subjects/science.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_pdfs/pdfs_subjects/science_school_spanish.pdf,spanish,school_spanish,subjects_spanish,subjects
la educación física,Physical Education,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_images/images_subjects/physical_education.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_audio/audio_subjects/physical_education.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_pdfs/pdfs_subjects/physical_education_school_spanish.pdf,spanish,school_spanish,subjects_spanish,subjects
la historia,History,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_images/images_subjects/history.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_audio/audio_subjects/history.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_pdfs/pdfs_subjects/history_school_spanish.pdf,spanish,school_spanish,subjects_spanish,subjects
las matemáticas,Math,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_images/images_subjects/math.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_audio/audio_subjects/math.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_pdfs/pdfs_subjects/math_school_spanish.pdf,spanish,school_spanish,subjects_spanish,subjects
la música,Music,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_images/images_subjects/music.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_audio/audio_subjects/music.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_pdfs/pdfs_subjects/music_school_spanish.pdf,spanish,school_spanish,subjects_spanish,subjects
la geograía,Geography,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_images/images_subjects/geography.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_audio/audio_subjects/geography.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_pdfs/pdfs_subjects/geography_school_spanish.pdf,spanish,school_spanish,subjects_spanish,subjects
los idiomas,Languages,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_images/images_subjects/languages.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_audio/audio_subjects/languages.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_pdfs/pdfs_subjects/languages_school_spanish.pdf,spanish,school_spanish,subjects_spanish,subjects
la computadora,the computer,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_images/images_subjects/computer.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_audio/audio_subjects/computer.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_pdfs/pdfs_subjects/computer_school_spanish.pdf,spanish,school_spanish,subjects_spanish,subjects
el mapa,the map,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_images/images_subjects/map.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_audio/audio_subjects/map.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_pdfs/pdfs_subjects/map_school_spanish.pdf,spanish,school_spanish,subjects_spanish,subjects
aprender,to learn,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_images/images_subjects/to_learn.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_audio/audio_subjects/to_learn.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_pdfs/pdfs_subjects/to_learn_school_spanish.pdf,spanish,school_spanish,subjects_spanish,subjects
enseñar,to teach,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_images/images_subjects/to_teach.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_audio/audio_subjects/to_teach.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_pdfs/pdfs_subjects/to_teach_school_spanish.pdf,spanish,school_spanish,subjects_spanish,subjects
el círculo,the circle,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_images/images_lesson/circle.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_audio/audio_lesson/circle.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_pdfs/pdfs_lesson/circle_school_spanish.pdf,spanish,school_spanish,lesson_spanish,lesson
el cuadrado,the square,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_images/images_lesson/square.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_audio/audio_lesson/square.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_pdfs/pdfs_lesson/square_school_spanish.pdf,spanish,school_spanish,lesson_spanish,lesson
el rectángulo,the rectangle,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_images/images_lesson/rectangle.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_audio/audio_lesson/rectangle.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_pdfs/pdfs_lesson/rectangle_school_spanish.pdf,spanish,school_spanish,lesson_spanish,lesson
el triángulo,the triangle,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_images/images_lesson/triangle.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_audio/audio_lesson/triangle.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_pdfs/pdfs_lesson/triangle_school_spanish.pdf,spanish,school_spanish,lesson_spanish,lesson
el examen,the test,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_images/images_lesson/test.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_audio/audio_lesson/test.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_pdfs/pdfs_lesson/test_school_spanish.pdf,spanish,school_spanish,lesson_spanish,lesson
la prueba,the quiz,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_images/images_lesson/quiz.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_audio/audio_lesson/quiz.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_pdfs/pdfs_lesson/quiz_school_spanish.pdf,spanish,school_spanish,lesson_spanish,lesson
la tarea,the homework,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_images/images_lesson/homework.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_audio/audio_lesson/homework.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_pdfs/pdfs_lesson/homework_school_spanish.pdf,spanish,school_spanish,lesson_spanish,lesson
los compañeros de clase,the classmates,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_images/images_lesson/classmates.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_audio/audio_lesson/classmates.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_pdfs/pdfs_lesson/classmates_school_spanish.pdf,spanish,school_spanish,lesson_spanish,lesson
dibujar,to draw,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_images/images_lesson/to_draw.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_audio/audio_lesson/to_draw.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_pdfs/pdfs_lesson/to_draw_school_spanish.pdf,spanish,school_spanish,lesson_spanish,lesson
hablar,to speak,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_images/images_lesson/to_speak.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_audio/audio_lesson/to_speak.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_pdfs/pdfs_lesson/to_speak_school_spanish.pdf,spanish,school_spanish,lesson_spanish,lesson
llegar,to arrive,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_images/images_lesson/to_arrive.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_audio/audio_lesson/to_arrive.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_pdfs/pdfs_lesson/to_arrive_school_spanish.pdf,spanish,school_spanish,lesson_spanish,lesson
salir,to leave,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_images/images_lesson/to_leave.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_audio/audio_lesson/to_leave.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_school/subtheme/word_pdfs/pdfs_lesson/to_leave_school_spanish.pdf,spanish,school_spanish,lesson_spanish,lesson
el equipaje,the luggage,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_images/images_the_trip/luggage.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_audio/audio_the_trip/luggage.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_pdfs/pdfs_the_trip/luggage_the_trip_spanish.pdf,spanish,the_trip_spanish,the_trip_spanish,the_trip
la maleta,the suitcase,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_images/images_the_trip/suitcase.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_audio/audio_the_trip/suitcase.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_pdfs/pdfs_the_trip/suitcase_the_trip_spanish.pdf,spanish,the_trip_spanish,the_trip_spanish,the_trip
el barco,the ship,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_images/images_the_trip/ship.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_audio/audio_the_trip/ship.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_pdfs/pdfs_the_trip/ship_the_trip_spanish.pdf,spanish,the_trip_spanish,the_trip_spanish,the_trip
el tren,the train,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_images/images_the_trip/train.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_audio/audio_the_trip/train.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_pdfs/pdfs_the_trip/train_the_trip_spanish.pdf,spanish,the_trip_spanish,the_trip_spanish,the_trip
el coche,the car,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_images/images_the_trip/car.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_audio/audio_the_trip/car.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_pdfs/pdfs_the_trip/car_the_trip_spanish.pdf,spanish,the_trip_spanish,the_trip_spanish,the_trip
la entrada,the entrance,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_images/images_the_trip/entrance.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_audio/audio_the_trip/entrance.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_pdfs/pdfs_the_trip/entrance_the_trip_spanish.pdf,spanish,the_trip_spanish,the_trip_spanish,the_trip
la salida,the exit,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_images/images_the_trip/exit.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_audio/audio_the_trip/exit.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_pdfs/pdfs_the_trip/exit_the_trip_spanish.pdf,spanish,the_trip_spanish,the_trip_spanish,the_trip
la montaña rusa,the roller coaster,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_images/images_the_trip/roller_coaster.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_audio/audio_the_trip/roller_coaster.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_pdfs/pdfs_the_trip/roller_coaster_the_trip_spanish.pdf,spanish,the_trip_spanish,the_trip_spanish,the_trip
adiós,goodbye,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_images/images_the_trip/goodbye.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_audio/audio_the_trip/goodbye.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_pdfs/pdfs_the_trip/goodbye_the_trip_spanish.pdf,spanish,the_trip_spanish,the_trip_spanish,the_trip
viajar,to travel,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_images/images_the_trip/to_travel.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_audio/audio_the_trip/to_travel.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_pdfs/pdfs_the_trip/to_travel_the_trip_spanish.pdf,spanish,the_trip_spanish,the_trip_spanish,the_trip
hacer las maletas,to pack your bags,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_images/images_the_trip/to_pack_your_bags.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_audio/audio_the_trip/to_pack_your_bags.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_pdfs/pdfs_the_trip/to_pack_your_bags_the_trip_spanish.pdf,spanish,the_trip_spanish,the_trip_spanish,the_trip
ir de vacaciones,to go on vacation,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_images/images_the_trip/to_go_on_vacation.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_audio/audio_the_trip/to_go_on_vacation.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_pdfs/pdfs_the_trip/to_go_on_vacation_the_trip_spanish.pdf,spanish,the_trip_spanish,the_trip_spanish,the_trip
acampar,to camp,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_images/images_the_trip/to_camp.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_audio/audio_the_trip/to_camp.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_pdfs/pdfs_the_trip/to_camp_the_trip_spanish.pdf,spanish,the_trip_spanish,the_trip_spanish,the_trip
el avión,the airplane,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_images/images_airport/airplane.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_audio/audio_airport/airplane.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_pdfs/pdfs_airport/airplane_the_trip_spanish.pdf,spanish,the_trip_spanish,airport_spanish,airport
el boleto,the ticket,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_images/images_airport/ticket.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_audio/audio_airport/ticket.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_pdfs/pdfs_airport/ticket_the_trip_spanish.pdf,spanish,the_trip_spanish,airport_spanish,airport
el piloto,the pilot,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_images/images_airport/pilot.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_audio/audio_airport/pilot.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_pdfs/pdfs_airport/pilot_the_trip_spanish.pdf,spanish,the_trip_spanish,airport_spanish,airport
el vuelo,the flight,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_images/images_airport/flight.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_audio/audio_airport/flight.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_pdfs/pdfs_airport/flight_the_trip_spanish.pdf,spanish,the_trip_spanish,airport_spanish,airport
el pasajero,the passenger (boy),http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_images/images_airport/passenger_boy.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_audio/audio_airport/passenger_boy.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_pdfs/pdfs_airport/passenger_boy_the_trip_spanish.pdf,spanish,the_trip_spanish,airport_spanish,airport
la pasajera,the passenger (girl),http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_images/images_airport/passenger_girl.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_audio/audio_airport/passenger_girl.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_pdfs/pdfs_airport/passenger_girl_the_trip_spanish.pdf,spanish,the_trip_spanish,airport_spanish,airport
el asiento,the seat,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_images/images_airport/seat.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_audio/audio_airport/seat.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_pdfs/pdfs_airport/seat_the_trip_spanish.pdf,spanish,the_trip_spanish,airport_spanish,airport
el cinturón de seguridad,the seat belt,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_images/images_airport/seat_belt.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_audio/audio_airport/seat_belt.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_pdfs/pdfs_airport/seat_belt_the_trip_spanish.pdf,spanish,the_trip_spanish,airport_spanish,airport
la seguridad,the security,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_images/images_airport/security.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_audio/audio_airport/security.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_pdfs/pdfs_airport/security_the_trip_spanish.pdf,spanish,the_trip_spanish,airport_spanish,airport
volar,to fly,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_images/images_airport/to_fly.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_audio/audio_airport/to_fly.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_pdfs/pdfs_airport/to_fly_the_trip_spanish.pdf,spanish,the_trip_spanish,airport_spanish,airport
abordar,to board,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_images/images_airport/to_board.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_audio/audio_airport/to_board.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_pdfs/pdfs_airport/to_board_the_trip_spanish.pdf,spanish,the_trip_spanish,airport_spanish,airport
despegar,to take off,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_images/images_airport/to_take_off.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_audio/audio_airport/to_take_off.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_pdfs/pdfs_airport/to_take_off_the_trip_spanish.pdf,spanish,the_trip_spanish,airport_spanish,airport
aterrizar,to land,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_images/images_airport/to_land.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_audio/audio_airport/to_land.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_pdfs/pdfs_airport/to_land_the_trip_spanish.pdf,spanish,the_trip_spanish,airport_spanish,airport
la habitación,the room,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_images/images_hotel/room.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_audio/audio_hotel/room.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_pdfs/pdfs_hotel/room_the_trip_spanish.pdf,spanish,the_trip_spanish,hotel_spanish,hotel
la cama,the bed,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_images/images_hotel/bed.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_audio/audio_hotel/bed.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_pdfs/pdfs_hotel/bed_the_trip_spanish.pdf,spanish,the_trip_spanish,hotel_spanish,hotel
la toalla,the towel,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_images/images_hotel/towel.jpg,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_audio/audio_hotel/towel.mp3,http://fivesomnimedia.com/projects/sfs/sfs_site_spanish/theme_the_trip/subtheme/word_pdfs/pdfs_hotel/towel_the_trip_spanish.pdf,spanish,the_trip_spanish,hotel_spanish,hotel
